zcta,median_household_income,housing_age
50129,60671,68
50130,78594,72
50131,106551,22
50132,83056,84
50133,58375,60
50134,111250,61
50135,65250,67
50136,75625,88
50138,74693,53
50139,72400,60
50140,57443,51
50141,77500,74
50142,76250,52
50143,86023,67
50144,63333,63
50145,50962,73
50146,109261,62
50147,38281,68
50148,84083,72
50149,59167,82
50150,63516,63
50151,91061,54
50152,93750,88
50153,73798,76
50154,69219,55
50155,33125,83
50156,98054,61
50157,115000,44
50158,70367,68
50160,57500,55
50161,98519,53
50162,71417,64
50163,73618,83
50164,80188,88
50165,89375,71
50166,107279,53
50167,70167,78
50168,113750,48
50169,83938,55
50170,88704,59
50171,65000,50
50173,96250,53
50174,67250,53
50201,81027,53
50206,79306,88
50207,76053,71
50208,62306,62
50210,87813,49
50211,103712,26
50212,81838,67
50213,73026,51
50216,79635,43
50217,66771,88
50218,82969,50
50219,86807,49
50220,71671,64
50222,100568,55
50223,47222,88
50225,69923,53
50226,153011,25
50227,38611,88
50228,90833,54
50229,123164,26
50230,87778,88
50231,72321,88
50232,87667,82
50233,78984,76
50234,78750,65
50235,89583,66
50236,85046,70
50237,101806,35
50238,59625,78
50239,151250,88
50240,107563,44
50241,77500,53
50242,67104,88
50243,80938,53
50244,120313,53
50246,61324,73
50247,91875,65
50248,100864,53
50249,60761,64
50250,71083,54
50251,91061,63
50252,112292,40
50254,64211,51
50255,39722,88
50256,83438,54
50257,94375,56
50258,83988,64
50261,155278,41
50262,81875,64
50263,102762,15
50264,64545,44
50265,85915,42
50266,87025,24
50268,59118,88
50269,92813,67
50271,82656,88
50272,45000,88
50273,82633,48
50274,71667,88
50275,72232,51
50276,91827,55
50277,90625,78
50278,74306,70
50309,56777,34
50310,76381,70
50311,61957,88
50312,92242,81
50313,68361,73
50314,39950,88
50315,60590,63
50316,56090,74
50317,65617,63
50320,85105,31
50321,80351,44
50322,92085,47
50323,175944,17
50324,91707,66
50325,132121,31
50327,98333,26
50401,66072,70
50420,76250,73
50421,64438,58
50423,73151,68
50424,59091,70
50426,74107,88
50427,73091,88
50428,81037,53
50430,59265,88
50431,62917,82
50432,66875,76
50433,69167,77
50435,71156,88
50436,74940,54
50438,70350,57
50439,94167,88
50440,76429,79
50441,49910,69
50444,78214,88
50446,107000,83
50447,76019,70
50448,62059,84
50449,59524,67
50450,76125,65
50451,53750,83
50452,66250,72
50453,77868,86
50454,63864,88
50455,42054,88
50456,81339,70
50457,47250,88
50458,99643,70
50459,71618,80
50460,77083,74
50461,68886,67
50464,91750,78
50465,42386,86
50466,56728,80
50467,63750,88
50468,73403,88
50469,71250,68
50470,72542,88
50471,93542,84
50472,93482,63
50473,50227,88
50475,70938,69
50476,62188,62
50477,52321,88
50478,48750,76
50479,68750,81
50480,73333,70
50482,98289,68
50483,88929,65
50484,65583,88
50501,66888,68
50510,76397,88
50511,66642,54
50514,73000,67
50515,63333,88
50516,69500,57
50517,61875,73
50518,97857,36
50519,72083,70
50520,73750,88
50522,67813,75
50523,85781,83
50524,104375,76
50525,67250,56
50528,116429,72
50529,60417,56
50530,73250,73
50531,93036,88
50532,65000,67
50533,65595,74
50535,91995,83
50536,59261,66
50538,62344,73
50539,65417,88
50540,73438,84
50541,56364,68
50542,55000,88
50543,91563,82
50544,59620,88
50545,31429,88
50546,64583,88
50548,76214,57
50552,89000,88
50554,63802,76
50556,36607,81
50557,62750,88
50558,68750,65
50559,50000,80
50560,66042,85
50561,67446,88
50562,72500,73
50563,71094,60
50565,51875,88
50566,78750,71
50567,78125,67
50568,75250,73
50569,44375,63
50570,67813,88
50571,59583,88
50573,48542,88
50574,60469,65
50575,52717,68
50576,67500,88
50577,57500,80
50578,71645,79
50579,61108,69
50581,57500,88
50582,87125,88
50583,62981,63
50585,71346,78
50586,55375,65
50588,70906,57
50590,57639,74
50591,75000,88
50592,100076,69
50593,50625,88
50594,67000,88
50595,69167,71
50597,92000,64
50598,78558,79
50599,102679,58
50601,66250,74
50602,67188,72
50603,74271,80
50604,66776,60
50605,23125,88
50606,61346,77
50607,54583,88
50609,90250,88
50611,84250,81
50612,99602,43
50613,78503,51
50616,64830,65
50619,84076,88
50621,88077,58
50622,95089,52
50623,93750,70
50624,96713,50
50625,64250,73
50626,84306,51
50627,74536,70
50628,68750,59
50629,103106,55
50630,71518,54
50631,58750,78
50632,71667,68
50633,71775,88
50634,79583,50
50635,81125,88
50636,70066,75
50638,85223,62
50641,67115,51
50642,108750,75
50643,125804,51
50644,80026,51
50645,64408,68
50647,104063,49
50648,95353,51
50650,57500,74
50651,88333,63
50652,65000,70
50653,79250,64
50654,53264,62
50655,58750,69
50657,66250,62
50658,71936,57
50659,78153,63
50660,95969,55
50662,48646,74
50664,51741,72
50665,75521,55
50666,79867,77
50667,76711,52
50668,85956,84
50669,81650,72
50670,84679,64
50671,57212,88
50672,73333,88
50673,66875,88
50674,72794,88
50675,75938,72
50676,87115,88
50677,85633,51
50680,75956,65
50681,73333,88
50682,89375,59
50701,61475,56
50702,62021,67
50703,50060,74
50707,63441,63
50801,58015,65
50830,61094,58
50831,95625,73
50833,61042,74
50835,58125,81
50836,81500,72
50837,63000,79
50839,48750,78
50840,63125,85
50841,66875,71
50842,59583,56
50843,56125,88
50845,66563,81
50846,74200,71
50847,68125,71
50848,68250,88
50849,64821,76
50851,70926,66
50853,65208,82
50854,81250,67
50857,63500,73
50858,71250,64
50859,76875,73
50860,45250,88
50861,63125,83
50862,61953,82
50863,66125,76
50864,69861,69
51001,75404,58
51002,70625,60
51003,101250,56
51004,43882,82
51005,75938,70
51006,75625,84
51007,117125,54
51008,45000,54
51009,58750,82
51010,89063,68
51011,44375,78
51012,69531,63
51014,69688,88
51015,87500,83
51016,51875,88
51018,60833,88
51019,75000,76
51020,80066,63
51022,96505,81
51023,80357,60
51024,114219,36
51025,65543,67
51026,80500,76
51027,100893,66
51028,78000,69
51029,86042,88
51030,86167,50
51031,76525,53
51033,60625,71
51034,66375,70
51035,79338,65
51036,122841,88
51037,58958,86
51038,95893,72
51039,110000,57
51040,71179,65
51041,83643,52
51044,90417,55
51045,113750,66
51046,84125,76
51047,101000,88
51048,83158,88
51049,57120,82
51050,92500,68
51051,51563,88
51052,108750,64
51053,72534,88
51054,119716,31
51055,72143,58
51056,103313,74
51058,63036,88
51060,52500,88
51061,49375,88
51063,80750,63
51101,15300,88
51103,58197,76
51104,75362,67
51105,51786,88
51106,78434,63
51108,81205,55
51109,79034,66
51201,68799,60
51230,75625,88
51231,108058,69
51232,82917,88
51234,84318,62
51235,71016,42
51237,61667,70
51238,74000,71
51239,77540,53
51240,83929,49
51241,87446,51
51242,95625,54
51243,83750,65
51244,83365,88
51245,69531,64
51246,72400,56
51247,78358,44
51248,64375,60
51249,61500,69
51250,94119,48
51301,63402,55
51331,89167,29
51333,110833,54
51334,57482,70
51338,57500,76
51340,90250,66
51342,84866,70
51343,60625,88
51345,54301,31
51346,72426,68
51347,82750,67
51350,77250,72
51351,73824,47
51354,72639,83
51355,72262,49
51357,68333,88
51358,64583,64
51360,75882,47
51363,75625,84
51364,66875,85
51365,71667,54
51366,87500,88
51401,70702,56
51430,76250,80
51431,54258,70
51432,61250,83
51433,68125,88
51436,61926,75
51439,52941,88
51440,87750,57
51441,48750,56
51442,66767,52
51443,78906,74
51444,82750,66
51445,64688,72
51446,62750,81
51447,68214,88
51448,76058,77
51449,75329,75
51450,71875,65
51451,43750,88
51452,60625,63
51453,86563,74
51454,100625,88
51455,76786,81
51458,86250,69
51459,63333,88
51461,73768,72
51462,69286,88
51463,78571,78
51465,72917,74
51466,71579,58
51467,81250,73
51501,59843,63
51503,79010,55
51510,85349,57
51520,60843,88
51521,73769,78
51523,82625,78
51525,82308,62
51526,95179,47
51527,64750,63
51528,63173,68
51529,61599,70
51530,73750,88
51531,59199,88
51532,65375,88
51533,68750,88
51534,93646,50
51535,76371,83
51536,101750,88
51537,65000,67
51540,84375,88
51541,91875,88
51542,118165,40
51543,72083,88
51544,48313,88
51545,70313,88
51546,86910,82
51548,114583,25
51549,72500,58
51550,77500,88
51551,85469,71
51552,90000,75
51553,96932,71
51554,102692,88
51555,85273,65
51556,60556,52
51557,76250,56
51558,77417,88
51559,74761,76
51560,75481,68
51561,113421,34
51562,81250,88
51563,69297,86
51564,78750,88
51565,103257,88
51566,56637,64
51570,77708,88
51571,95250,82
51572,69500,73
51573,86438,77
51575,112115,52
51576,110476,47
51577,71518,88
51578,77292,73
51579,72500,69
51601,62143,72
51630,70000,88
51631,54583,85
51632,55055,66
51636,63516,88
51637,72888,88
51638,59107,85
51639,84688,57
51640,65385,77
51645,217898,28
51646,73625,80
51647,23633,88
51648,59766,46
51649,58333,88
51650,49063,88
51651,62500,88
51652,82200,61
51653,71319,55
51654,90188,52
51656,83750,81
52001,61643,71
52002,91036,30
52003,98908,50
52030,66343,88
52031,86674,50
52032,88500,53
52033,69023,42
52035,62109,80
52036,85208,45
52037,90813,77
52038,56250,66
52039,79345,51
52040,84761,49
52041,89697,64
52042,95833,45
52043,76705,72
52044,75792,81
52045,91667,46
52046,96151,51
52047,59250,88
52048,56477,88
52049,61964,66
52050,67206,61
52052,61528,56
52053,83000,64
52054,103819,47
52056,83750,56
52057,69635,60
52060,68143,59
52064,74583,80
52065,99250,60
52066,51563,43
52068,125901,30
52069,75313,73
52070,79271,67
52071,44141,62
52072,62250,88
52073,95526,41
52074,86250,88
52075,53750,55
52076,72857,70
52077,77188,88
52078,97778,64
52079,101120,49
52101,73484,59
52132,100559,71
52133,76250,88
52134,63125,88
52135,88438,70
52136,70778,61
52140,72188,40
52141,64647,62
52142,56875,75
52144,84609,68
52146,61750,36
52147,77083,74
52151,69938,49
52154,58393,54
52155,57917,88
52156,99554,70
52157,52625,50
52158,47188,72
52159,74259,82
52160,85204,49
52161,87870,74
52162,64125,69
52163,78194,85
52164,48375,88
52165,85227,78
52166,110938,67
52168,54375,72
52169,52321,63
52170,72788,48
52171,94904,65
52172,68875,62
52175,59800,70
52201,93750,88
52202,105362,65
52203,101950,45
52205,72500,48
52206,116071,27
52207,59250,48
52208,74127,79
52209,86094,59
52210,70714,36
52211,73922,59
52212,110461,88
52213,98854,47
52214,86786,61
52215,61932,84
52216,67857,77
52217,83750,88
52218,82344,62
52219,45000,88
52221,86473,88
52222,81964,88
52223,89250,44
52224,69805,74
52225,61944,88
52227,120230,28
52228,118125,24
52229,86500,88
52231,90893,64
52232,99391,85
52233,65575,35
52235,83333,49
52236,87958,62
52237,84063,70
52240,52960,42
52241,69243,31
52245,78020,48
52246,62521,36
52247,91450,47
52248,77174,76
52249,75417,88
52251,87708,88
52253,104821,47
52254,64375,88
52255,71250,88
52257,94464,81
52301,70150,65
52302,87983,33
52305,94452,74
52306,61875,71
52307,43388,88
52308,79688,88
52309,56250,59
52310,86080,56
52312,37188,88
52313,91146,88
52314,109244,50
52315,77656,63
52316,60768,70
52317,105318,22
52318,85625,81
52320,62222,70
52321,77708,70
52322,64444,50
52323,41425,88
52324,115917,23
52325,75714,35
52326,76250,51
52327,86942,50
52328,125347,23
52329,57500,67
52330,86536,88
52332,92708,39
52333,118721,35
52335,52162,88
52336,91458,54
52337,66875,73
52338,119605,33
52339,67612,63
52340,98393,15
52341,91250,50
52342,57813,63
52345,115179,31
52346,113342,64
52347,78482,61
52348,72500,88
52349,71314,68
52351,128750,32
52352,92321,49
52353,63047,71
52354,112969,43
52355,63750,70
52356,57321,53
52358,91686,48
52359,67727,88
52361,60992,49
52362,72583,74
52401,35060,48
52402,73439,53
52403,74703,67
52404,61870,43
52405,70123,55
52411,170491,26
52501,63426,68
52530,98125,54
52531,73896,55
52533,62799,88
52534,57986,48
52535,75000,57
52536,75000,61
52537,74432,53
52540,55000,82
52542,65000,53
52543,83511,52
52544,50572,72
52548,75750,88
52549,62292,69
52550,57745,88
52551,52875,52
52552,75000,58
52553,64583,60
52554,55769,88
52555,36161,44
52556,59243,58
52560,116500,44
52561,76058,52
52563,98438,88
52565,62992,53
52566,58750,41
52567,81985,53
52568,44375,60
52569,51477,51
52570,68750,53
52571,81953,41
52572,72727,57
52573,35179,71
52574,46625,53
52576,63750,75
52577,66084,55
52580,53368,67
52581,55000,55
52583,52083,47
52584,71042,88
52585,75809,75
52586,53125,82
52588,13657,88
52590,66833,54
52591,62404,68
52593,66875,67
52594,75938,54
52595,66667,88
52601,60983,71
52619,73438,47
52620,79327,55
52621,87188,88
52623,90714,58
52624,109861,48
52625,80078,53
52626,59342,59
52627,56401,70
52630,55714,78
52631,107083,50
52632,56653,72
52635,76250,51
52637,81477,53
52638,59167,43
52639,68625,53
52640,67813,69
52641,64512,56
52644,77955,80
52645,79327,61
52646,62500,63
52647,49375,61
52649,91071,52
52650,105255,50
52651,36739,76
52652,74861,58
52653,83525,58
52654,84783,69
52655,52500,61
52656,83750,49
52657,72500,55
52658,107679,50
52659,55125,77
52720,73571,55
52721,82143,88
52722,101546,47
52726,104250,46
52727,103188,67
52728,69239,68
52729,87500,72
52730,64543,54
52731,87727,73
52732,61105,72
52737,89875,57
52738,80385,59
52739,74375,53
52742,97946,53
52745,68750,58
52746,107813,55
52747,82313,62
52748,107869,32
52749,103424,33
52750,93155,56
52751,82143,81
52752,49545,55
52753,103813,50
52754,104250,71
52755,102434,52
52756,116250,47
52757,62500,83
52758,63333,73
52759,70568,88
52760,86397,55
52761,62098,58
52765,107321,88
52766,61865,88
52768,112563,52
52769,88750,52
52772,81267,56
52773,85523,59
52774,71250,88
52776,79665,48
52777,60250,88
52778,82623,54
52801,31204,65
52802,54380,88
52803,64543,88
52804,65849,61
52806,74297,50
52807,72579,38
53001,92294,66
53002,117500,47
53003,61510,83
53004,84821,47
53005,126739,57
53006,88625,81
53007,60000,61
53010,95391,49
53011,90833,57
53012,96090,50
53013,84375,50
53014,79865,56
53015,88810,55
53016,70313,70
53017,153917,36
53018,124595,42
53019,84559,52
53020,89155,51
53021,89779,56
53022,100890,38
53023,87222,62
53024,92390,41
53027,91150,38
53029,108152,42
53032,56085,62
53033,136786,37
53034,78661,58
53035,102449,47
53036,92674,30
53037,97611,29
53038,96127,34
53039,79103,60
53040,96096,40
53042,86389,51
53044,131250,62
53045,123750,43
53046,83889,31
53047,47000,53
53048,74464,39
53049,93424,51
53050,71985,63
53051,100031,46
53057,105909,61
53058,104444,45
53059,91114,51
53061,65898,59
53063,100000,56
53065,99583,55
53066,113114,43
53069,130722,53
53070,91557,53
53072,98538,34
53073,76442,53
53074,79423,53
53075,93750,56
53076,107414,47
53078,94688,52
53079,86667,54
53080,80360,50
53081,64042,66
53083,75203,48
53085,73703,51
53086,103426,33
53088,58125,73
53089,120875,35
53090,86152,47
53091,82750,45
53092,128156,46
53093,101429,53
53094,73443,62
53095,80830,49
53097,135929,44
53098,74431,50
53103,137083,48
53104,112000,47
53105,88770,51
53108,86679,52
53110,66719,64
53114,72708,55
53115,72304,54
53118,108772,46
53119,117759,38
53120,96345,45
53121,85643,44
53122,157962,64
53125,112500,50
53126,101206,57
53128,82216,48
53129,95012,59
53130,87008,64
53132,109850,35
53137,116550,37
53139,99635,51
53140,58006,60
53142,88960,44
53143,68343,78
53144,76507,45
53146,110035,58
53147,83566,47
53149,110608,41
53150,109276,38
53151,101176,45
53153,152543,33
53154,96555,35
53156,85313,57
53158,105868,27
53167,70054,88
53168,97035,51
53170,79931,50
53172,73427,68
53176,45962,54
53177,90769,51
53178,99875,49
53179,94460,34
53181,97804,49
53182,107068,43
53183,108827,48
53184,84413,48
53185,103225,37
53186,74588,52
53188,92409,46
53189,117008,40
53190,66069,47
53191,75833,49
53195,95833,88
53202,71034,59
53203,86159,83
53204,45934,88
53205,31529,58
53206,29336,88
53207,79117,82
53208,52690,88
53209,48486,71
53210,48217,86
53211,75256,88
53212,47298,88
53213,101688,85
53214,60962,72
53215,54289,88
53216,46752,76
53217,133021,70
53218,45642,70
53219,70388,72
53220,69319,60
53221,63265,59
53222,76980,69
53223,60839,57
53224,67803,51
53225,56545,61
53226,93132,68
53227,73321,64
53228,75033,49
53233,23750,64
53235,57368,64
53402,75751,62
53403,59820,73
53404,50428,70
53405,69242,70
53406,82792,43
53502,87000,60
53503,87361,39
53504,83690,69
53505,91500,86
53506,59861,54
53507,113261,39
53508,99948,34
53510,82083,53
53511,67067,67
53515,92625,48
53516,85324,54
53517,84722,38
53518,62384,45
53520,75205,55
53521,108036,42
53522,81528,62
53523,102188,50
53525,79323,62
53526,79286,62
53527,133883,25
53528,106823,44
53529,107560,52
53530,69511,59
53531,105000,44
53532,110022,35
53533,77849,51
53534,89045,49
53536,87667,45
53537,59821,69
53538,82783,56
53540,61458,53
53541,58438,64
53543,77031,52
53544,100625,63
53545,73889,61
53546,75825,45
53548,76869,59
53549,80101,56
53550,73438,62
53551,94401,47
53553,64375,72
53554,74063,57
53555,119305,35
53556,67727,48
53557,91500,72
53558,107609,38
53559,93571,46
53560,98409,48
53561,91103,43
53562,101381,37
53563,89528,46
53565,84589,69
53566,74058,58
53569,89500,60
53570,87500,56
53571,65729,88
53572,108750,34
53573,64776,48
53574,106508,49
53575,107885,35
53576,63750,61
53577,96500,67
53578,105610,36
53579,79792,63
53580,61667,70
53581,64833,58
53582,89107,47
53583,97286,50
53585,74779,72
53586,70806,71
53587,90250,69
53588,83417,46
53589,96226,46
53590,97051,27
53593,135023,20
53594,88390,60
53597,117000,30
53598,106476,30
53703,47847,47
53704,74034,55
53705,88549,59
53706,6053,80
53711,100735,49
53713,58017,47
53714,71519,57
53715,38996,56
53716,91716,61
53717,98180,34
53718,102843,20
53719,92052,28
53726,47754,67
53801,65357,44
53802,80417,69
53803,79545,55
53804,82917,55
53805,60870,52
53806,64076,55
53807,77887,54
53808,70913,52
53809,65568,54
53810,75500,80
53811,82769,47
53812,80833,52
53813,84004,63
53816,71250,46
53817,48958,41
53818,55567,52
53820,77083,53
53821,60647,53
53825,102500,72
53826,73438,43
53827,81607,48
53901,74092,53
53910,49875,49
53911,100625,51
53913,74629,44
53916,71188,56
53919,97019,85
53920,69432,51
53922,91500,76
53923,72500,64
53924,72333,59
53925,84044,60
53926,62917,51
53928,85625,79
53929,65568,68
53930,72778,51
53931,71250,72
53932,85781,37
53933,83578,58
53934,48782,46
53935,86250,80
53936,55515,41
53937,87292,48
53939,70833,74
53941,82537,43
53942,112292,82
53943,73000,67
53944,72614,34
53946,72450,59
53947,56250,48
53948,62829,50
53949,64611,49
53950,72768,35
53951,71970,55
53952,63750,43
53953,46250,68
53954,83207,42
53955,101134,50
53956,84231,63
53959,77924,36
53960,84911,52
53961,77298,77
53962,28333,45
53963,77631,58
53964,69306,50
53965,66667,39
53968,74479,67
53969,77222,66
54001,80344,47
54002,88275,39
54003,94352,48
54004,68182,46
54005,87813,46
54006,69688,58
54007,85398,49
54009,89861,35
54011,102636,49
54013,87500,51
54014,101667,49
54015,114293,32
54016,113085,31
54017,98571,33
54020,74702,36
54021,97321,40
54022,96642,39
54023,108466,26
54024,75417,44
54025,86930,28
54026,95833,42
54027,100750,46
54028,85341,42
54082,131146,34
54101,94500,33
54102,41917,51
54103,57604,48
54104,56286,43
54106,97500,45
54107,79815,54
54110,73685,54
54111,67396,40
54112,71141,55
54113,93490,51
54114,59217,46
54115,94721,29
54119,54375,45
54120,53906,42
54121,58750,48
54123,58750,36
54124,60703,55
54125,46429,53
54126,99310,48
54127,113750,88
54128,63661,52
54129,67381,47
54130,89131,45
54135,65652,41
54136,69495,52
54137,85714,50
54138,67000,38
54139,78013,51
54140,82472,46
