zcta,median_household_income,housing_age
46060,91918,25
46062,120100,25
46063,48750,74
46064,94609,34
46065,80104,48
46068,98708,58
46069,76990,46
46070,57667,83
46071,85000,69
46072,72375,56
46074,126724,16
46075,117002,13
46076,73889,63
46077,177679,24
46102,64500,83
46103,93750,73
46104,61146,69
46105,87736,46
46106,120072,24
46107,56799,64
46110,68714,54
46111,74167,69
46112,112565,27
46113,84463,26
46115,61406,63
46117,91250,45
46118,78298,52
46120,59970,42
46121,89409,35
46122,99531,38
46123,103485,25
46124,64466,55
46126,70607,56
46127,52639,88
46128,86466,48
46130,124427,46
46131,85076,35
46133,57589,81
46135,73677,52
46140,83056,38
46142,89001,44
46143,91496,26
46144,108333,72
46146,75417,88
46147,80707,57
46148,63914,65
46149,88750,49
46150,52463,77
46151,78812,50
46156,83320,77
46157,86250,33
46158,81096,45
46160,76445,53
46161,78603,50
46162,117969,34
46163,113106,35
46164,85735,48
46165,86488,56
46166,86042,32
46167,122723,28
46168,90000,30
46171,83607,29
46172,85912,50
46173,67456,73
46175,74125,43
46176,65182,55
46180,90208,58
46181,91337,34
46182,89567,55
46184,99865,36
46186,70714,60
46201,49195,88
46202,63506,57
46203,57393,69
46204,86396,17
46205,72417,83
46208,60062,88
46214,59178,44
46216,53161,29
46217,92029,36
46218,38063,71
46219,60803,69
46220,108050,67
46221,65280,50
46222,50783,71
46224,55986,58
46225,55190,88
46226,50325,60
46227,53629,55
46228,91156,58
46229,61388,48
46231,71825,26
46234,83190,32
46235,58951,38
46236,115664,33
46237,79078,31
46239,100331,24
46240,75156,47
46241,53653,60
46250,67328,43
46254,60287,38
46256,93847,41
46259,129345,25
46260,72504,52
46268,68631,36
46278,158648,34
46280,91152,39
46301,119948,53
46302,56875,88
46303,84211,31
46304,91326,41
46307,107800,36
46310,73789,36
46311,116652,30
46312,42125,88
46319,74662,61
46320,37158,81
46321,110187,53
46322,78062,59
46323,59688,66
46324,63052,74
46327,47288,79
46340,58717,28
46341,89559,45
46342,75521,55
46346,57830,68
46347,95348,47
46348,64375,68
46349,82306,50
46350,74307,55
46356,89217,36
46360,59266,62
46365,98047,31
46366,60182,57
46368,76368,46
46371,99830,38
46373,127146,25
46374,91250,47
46375,93160,37
46376,64205,70
46377,38958,80
46381,64821,58
46382,95208,47
46383,76224,46
46385,98957,39
46390,87639,55
46391,82692,32
46392,90912,32
46393,56250,74
46394,66176,88
46402,33529,81
46403,45991,66
46404,42256,68
46405,60881,64
46406,35839,64
46407,28526,70
46408,47453,72
46409,44667,71
46410,64127,47
46501,64172,63
46504,74567,62
46506,79386,53
46507,82683,42
46508,55833,88
46510,99420,50
46511,58293,52
46514,65833,49
46516,56492,64
46517,56772,52
46524,65987,43
46526,67461,44
46528,81529,43
46530,122129,35
46531,57786,43
46532,84866,70
46534,63138,51
46536,78448,53
46537,64063,73
46538,89803,44
46539,74079,65
46540,96615,36
46542,78606,49
46543,104896,28
46544,58829,56
46545,56865,51
46550,84084,44
46552,91341,53
46553,89417,45
46554,88068,73
46555,70399,54
46561,91711,43
46562,68902,57
46563,73293,52
46565,96199,34
46567,77103,54
46570,54185,57
46571,85500,35
46572,125250,88
46573,85750,64
46574,76181,55
46580,71687,49
46582,66738,34
46590,82188,47
46601,30789,88
46613,42537,88
46614,74153,61
46615,62964,73
46616,58537,84
46617,74186,67
46619,48081,70
46628,61759,61
46635,81944,58
46637,71462,49
46701,78385,55
46702,77727,68
46703,74569,43
46705,67266,58
46706,80965,44
46710,84408,34
46711,70656,54
46714,66441,56
46721,68580,67
46723,84286,52
46725,79526,43
46730,116181,59
46731,108036,74
46732,58906,45
46733,64483,55
46737,74975,43
46738,57545,53
46740,58484,56
46741,102281,43
46742,78750,48
46743,81406,50
46745,89643,53
46746,73244,53
46747,75662,46
46748,109375,20
46750,63978,64
46755,66717,49
46759,56354,62
46760,46992,46
46761,71430,48
46763,97054,41
46764,62939,66
46765,112328,34
46766,85570,81
46767,77317,47
46770,66750,52
46772,80000,55
46773,72813,60
46774,76292,51
46776,54801,55
46777,72758,45
46779,86000,55
46781,87768,63
46783,101705,31
46784,62102,56
46785,63250,55
46787,62242,67
46788,101553,43
46791,128542,55
46792,72664,53
46793,79949,45
46794,63583,77
46795,87175,51
46797,103566,38
46798,81691,75
46799,83125,56
46802,46854,74
46803,34381,66
46804,85833,40
46805,52154,73
46806,47895,68
46807,58685,80
46808,53359,71
46809,52253,66
46814,147280,23
46815,73239,51
46816,45343,51
46818,81066,28
46819,63947,54
46825,70544,37
46835,77152,44
46845,112676,23
46901,60495,64
46902,62126,52
46910,69226,61
46911,95122,54
46913,91136,66
46914,63902,53
46915,70761,64
46917,61643,78
46919,83664,47
46920,100074,53
46923,63553,55
46926,68218,71
46928,67412,65
46929,56940,69
46930,52679,50
46931,46667,74
46932,61579,56
46933,56786,61
46936,79900,56
46938,45884,68
46939,69000,67
46940,64089,61
46941,66993,43
46943,33750,88
46946,61346,88
46947,54791,70
46950,48816,88
46951,55227,71
46952,52880,64
46953,46288,65
46957,49444,65
46958,87640,71
46959,78750,70
46960,45625,51
46961,110400,61
46962,67984,72
46970,57842,68
46974,61528,69
46975,61185,58
46978,78750,77
46979,88832,57
46982,79688,45
46985,59063,62
46986,79438,63
46987,80893,57
46988,44792,54
46989,82074,49
46990,78875,73
46991,47692,70
46992,66220,67
46994,56563,71
46996,64167,57
47001,75886,53
47003,80179,58
47006,72559,46
47011,67981,33
47012,84958,46
47016,69880,75
47017,94926,34
47018,61085,56
47020,71875,39
47022,93633,41
47023,68750,43
47024,57316,44
47025,92951,37
47031,70575,48
47032,66950,49
47034,66667,64
47035,36696,88
47036,98300,35
47037,73209,57
47038,46101,33
47040,75014,51
47041,81016,37
47042,75580,46
47043,75123,45
47060,86118,38
47102,41583,50
47106,87344,35
47108,59236,46
47111,95376,29
47112,70903,34
47114,103427,48
47115,88229,36
47116,63472,43
47117,86853,43
47118,41579,38
47119,119410,36
47120,42440,37
47122,107500,32
47123,20795,78
47124,121188,32
47125,73421,42
47126,106875,24
47129,56185,58
47130,70290,45
47135,48611,38
47136,91333,40
47137,65505,44
47138,86335,45
47140,65718,51
47141,108523,31
47142,89453,39
47143,138382,25
47145,48434,36
47147,110556,31
47150,62820,56
47160,66250,88
47161,79914,35
47162,59444,36
47163,59837,40
47164,63389,40
47165,79744,36
47166,71875,54
47167,60673,51
47170,57634,40
47172,82503,31
47177,83542,38
47201,83958,43
47203,72112,48
47220,69242,47
47223,90505,38
47224,61618,24
47226,58750,61
47227,79398,46
47229,62950,55
47230,80729,44
47231,42332,44
47232,70938,48
47234,101708,61
47235,73963,32
47240,69985,53
47243,65197,52
47244,80278,60
47246,94375,59
47247,55179,88
47250,61284,54
47260,73370,51
47263,68750,55
47264,57917,45
47265,68191,46
47270,83387,25
47272,75117,55
47273,78670,40
47274,71457,47
47281,96250,39
47282,78750,88
47283,74028,54
47302,47837,66
47303,47674,60
47304,63215,51
47305,36389,88
47320,69764,59
47324,70893,88
47325,66189,35
47326,48438,61
47327,68088,71
47330,67250,54
47331,58967,64
47334,71815,57
47335,43750,79
47336,50633,68
47337,57250,66
47338,68239,66
47339,70833,37
47340,63205,59
47341,81750,65
47342,75030,56
47345,73750,88
47346,70000,70
47348,50426,67
47351,57813,71
47352,66250,74
47353,76754,59
47354,66566,63
47355,73133,68
47356,67049,60
47357,99028,78
47358,79063,77
47359,71607,60
47360,76250,60
47361,53333,88
47362,60258,65
47368,73654,54
47369,32917,67
47370,40000,88
47371,64000,68
47373,51532,64
47374,50766,67
47380,57000,70
47381,44464,56
47382,48750,88
47383,61250,61
47384,74167,73
47385,103406,77
47386,79157,53
47387,86818,74
47388,48125,75
47390,50417,77
47392,107664,60
47393,71111,66
47394,59913,69
47396,78125,56
47401,66906,38
47403,70582,36
47404,61389,39
47408,45644,48
47420,113333,42
47421,68108,59
47424,72558,46
47427,74920,69
47429,92378,39
47431,61948,34
47432,65723,55
47433,59520,43
47436,75278,43
47438,56941,53
47441,47636,52
47443,58274,51
47445,78548,88
47446,50337,40
47448,72537,43
47449,50417,53
47451,60938,63
47452,74484,47
47453,60417,36
47454,52200,46
47456,69896,47
47459,76061,35
47460,68447,47
47462,93785,36
47464,64464,88
47465,53750,50
47468,92880,50
47469,63529,43
47470,90750,34
47471,69609,63
47501,62982,58
47512,57857,88
47513,66615,35
47514,163438,25
47515,71016,40
47516,76250,56
47519,75588,44
47520,50882,54
47521,99821,39
47522,46719,71
47523,66548,54
47527,91169,45
47528,57692,88
47529,69135,67
47531,140595,58
47532,84750,49
47535,70236,72
47537,49128,38
47541,78409,52
47542,77574,48
47546,73659,44
47550,80625,55
47551,68859,32
47552,146141,29
47553,74234,42
47557,84375,59
47558,91184,31
47561,45911,51
47562,71250,44
47564,58056,53
47567,72665,54
47568,53125,67
47575,125625,38
47576,121250,25
47577,52208,63
47578,56641,52
47579,87926,32
47581,59776,42
47584,53250,88
47585,88141,53
47586,60587,54
47588,57315,49
47590,104773,42
47591,61803,61
47596,93958,64
47597,56953,81
47598,68601,62
47601,78663,53
47610,78259,50
47611,56875,69
47612,73438,80
47613,112112,51
47615,66458,51
47616,79375,84
47619,64188,51
47620,75681,52
47630,94162,34
47631,66058,55
47633,68971,51
47634,70781,57
47635,66286,48
47637,61298,50
47638,93958,40
47639,97930,40
47640,67500,60
47648,65000,51
47649,63060,54
47660,57472,60
47665,68625,37
47666,63209,50
47670,64907,53
47708,55377,88
47710,47292,63
47711,66320,63
47712,68494,57
47713,40873,82
47714,55910,68
47715,60897,43
47720,75139,58
47725,104088,24
47802,57395,49
47803,60565,63
47804,40674,80
47805,72411,51
47807,24706,76
47832,78125,55
47833,67679,35
47834,68578,53
47837,77500,36
47838,61875,53
47840,102991,47
47841,71346,61
47842,56750,68
47846,77228,55
47847,53924,83
47848,60581,52
47849,68000,33
47850,54050,56
47853,54583,35
47854,86509,53
47855,47102,71
47857,60417,57
47858,49473,88
47859,74583,35
47860,39706,88
47861,56484,43
47862,65625,62
47866,81681,63
47868,51409,40
47871,77083,70
47872,70781,53
47874,50168,54
47879,54750,46
47881,51146,50
47882,57637,55
47884,59167,78
47885,67588,56
47901,47206,88
47904,51687,75
47905,65861,44
47906,53103,27
47909,68035,35
47917,66250,82
47918,70317,62
47920,90441,50
47921,100455,69
47922,61033,74
47923,80205,52
47926,77917,59
47928,52275,51
47929,73036,76
47930,60719,64
47932,59811,55
47933,68130,56
47940,70711,77
47941,78553,46
47942,84125,71
47943,77857,21
47944,55242,74
47946,79457,60
47948,59293,88
47949,76429,68
47950,49271,45
47951,66156,77
47952,53409,49
47954,81364,71
47955,71591,64
47957,61002,45
47958,86000,52
47959,48750,67
47960,65603,55
47963,75000,60
47964,49250,53
47965,76607,70
47966,62750,81
47967,81563,88
47968,83242,70
47969,59167,66
47970,74457,43
47971,64375,77
47974,89962,65
47975,71250,71
47977,80000,68
47978,71616,54
47980,60962,66
47981,86023,68
47982,73750,57
47983,60756,70
47987,63333,73
47989,104048,88
47990,63198,59
47991,105842,53
47992,125526,35
47993,72455,58
47994,101891,52
47995,80179,82
47997,49861,88
48001,69160,53
48002,93948,41
48003,90452,37
48005,105734,49
48006,71385,36
48009,153401,66
48014,66800,41
48015,54703,66
48017,88812,68
48021,62325,72
48022,96809,39
48023,70469,40
48025,185000,66
48026,64354,54
48027,90417,35
48028,109730,58
48030,67073,71
48032,96875,33
48033,61016,54
48034,62938,50
48035,73015,56
48036,70071,49
48038,78567,39
48039,82755,69
48040,66901,48
48041,75677,45
48042,126667,24
48043,52161,71
48044,117856,28
48045,80366,46
48047,94890,34
48048,70938,25
48049,84028,48
48050,91136,43
48051,90968,29
48054,83241,42
48059,80062,47
48060,53018,67
48062,82045,46
48063,93844,34
48064,87538,49
48065,106053,46
48066,62182,65
48067,112840,74
48069,171125,88
48070,190150,74
48071,69503,65
48072,116239,77
48073,91627,68
48074,71047,43
48075,65384,60
48076,90058,62
48079,79891,48
48080,66986,68
48081,82009,69
48082,74806,68
48083,90794,50
48084,107098,51
48085,146390,49
48088,81601,60
48089,52366,64
48091,54230,62
48092,73808,59
48093,68218,59
48094,98017,28
48095,107393,47
48096,117917,54
48097,63659,53
48098,164759,44
48101,81655,71
48103,116194,49
48104,64231,61
48105,94774,42
48108,89355,39
48109,14093,40
48111,76595,44
48114,124063,39
48116,106763,40
48117,78942,47
48118,88278,47
48120,66006,60
48122,42185,76
48124,81796,73
48125,60195,71
48126,42140,76
48127,60742,67
48128,101037,77
48130,129254,32
48131,85747,31
48133,74388,52
48134,92076,31
48135,67294,70
48137,78973,49
48138,126582,55
48139,47188,75
48140,109257,55
48141,39252,69
48144,101410,43
48145,83204,57
48146,58616,72
48150,97997,69
48152,88288,55
48154,104867,61
48157,61641,67
48158,94784,50
48159,74519,71
48160,103453,54
48161,67414,57
48162,67876,59
48164,107827,34
48165,106220,29
48166,69592,31
48167,124630,46
48168,187589,27
48169,109329,37
48170,114278,51
48173,94094,49
48174,67056,51
48176,114206,37
48177,81818,66
48178,131558,30
48179,77095,48
48180,61081,63
48182,84375,47
48183,83508,53
48184,59171,68
48185,60854,54
48186,65187,62
48187,120321,45
48188,122781,30
48189,87145,41
48190,76875,88
48191,102833,30
48192,71987,75
48193,74566,53
48195,66118,63
48197,73737,45
48198,63326,56
48201,24749,59
48202,43627,88
48203,38404,82
48204,34468,88
48205,38966,76
48206,45046,88
48207,47831,59
48208,36194,88
48209,43161,88
48210,37838,88
48211,35725,88
48212,38186,88
48213,34003,84
48214,33544,88
48215,33812,76
48216,44335,88
48217,44447,75
48218,41033,85
48219,43655,72
48220,89881,79
48221,57878,82
48223,44512,75
48224,44856,81
48225,61750,71
48226,64860,63
48227,36527,81
48228,30680,77
48229,40264,72
48230,137310,88
48234,35322,76
48235,39265,73
48236,128242,74
48237,71510,68
48238,33315,84
48239,71151,71
48240,60390,71
48301,167143,64
48302,178103,54
48304,143204,56
48306,163684,35
48307,106576,42
48309,121007,44
48310,78058,49
48312,68061,54
48313,88065,49
48314,85889,32
48315,100684,32
48316,107776,33
48317,72917,49
48320,78150,55
48322,113865,44
48323,144457,48
48324,142100,49
48326,85190,35
48327,74788,48
48328,72299,56
48329,85709,60
48331,127633,42
48334,102228,55
48335,99439,44
48336,88938,59
48340,47891,60
48341,51390,70
48342,35253,64
48346,101477,44
48348,129410,35
48350,110042,39
48353,105964,40
48356,103872,51
48357,94954,41
48359,93125,34
48360,140865,34
48362,115230,49
48363,179375,31
48367,110405,36
48370,131111,47
48371,111239,31
48374,182827,26
48375,112545,44
48377,83104,25
48380,131979,36
48381,105213,41
48382,137768,39
48383,102072,40
48386,89702,44
48390,91381,37
48393,65962,42
48401,70536,51
48410,55250,88
48412,79534,51
48413,58346,56
48414,68214,55
48415,79067,51
48416,66474,50
48417,72422,52
48418,74547,45
48419,59485,51
48420,66063,53
48421,71114,52
48422,57899,48
48423,65079,48
48426,62169,62
48427,56842,58
48428,100033,42
48429,67725,56
48430,100193,40
48432,63661,58
48433,81513,52
48434,40938,67
48435,86905,47
48436,94487,48
48437,40864,48
48438,106796,45
48439,88490,43
48440,153173,33
48441,50765,64
48442,86575,38
48444,71436,46
48445,51645,60
48446,66062,49
48449,69545,53
48450,52962,63
48451,99943,36
48453,53676,58
48454,62639,48
48455,103835,42
48456,62321,71
48457,71090,54
48458,46797,61
48460,80000,55
48461,78453,45
48462,105699,46
48463,72500,55
48464,81417,57
48465,73750,52
48466,59241,53
48467,53750,51
48468,63000,55
48469,56023,52
48470,58594,69
48471,62844,57
48472,61000,59
48473,77921,47
48475,61719,54
48476,70000,69
48502,50000,88
48503,44411,73
48504,38719,71
48505,33283,71
48506,47929,68
48507,46554,63
48509,64160,69
48519,64351,51
48529,41333,67
48532,61998,56
48601,38900,68
48602,46984,80
48603,66352,48
48604,53042,63
48607,37973,88
48609,78218,50
48610,59091,44
48611,87963,54
48612,55761,45
48613,58846,46
48614,63393,49
48615,70000,58
48616,66819,55
48617,58321,53
48618,61968,48
48619,46422,52
48620,99231,33
48621,51304,49
48622,56804,47
48623,101250,35
48624,55130,46
48625,43030,53
48626,84360,51
48628,93854,43
48629,56520,49
48630,62019,70
48631,74398,53
48632,57036,41
48633,48261,51
48634,87992,59
48635,57500,52
48636,65870,58
48637,65865,59
48638,69459,54
48640,80574,53
48642,77847,50
48647,47281,53
48649,72609,49
48650,61911,55
48651,43712,51
48652,69766,38
48653,65913,47
48654,45202,53
48655,66115,55
48656,47750,52
48657,72500,43
48658,53750,53
48659,58750,48
48661,61377,48
48662,70321,58
48701,62969,69
48703,64792,50
48705,65104,46
48706,62747,61
48708,50518,81
48720,60250,69
48721,60500,42
48722,66473,59
48723,55779,53
48724,34512,71
48725,60298,56
48726,65087,57
48727,64583,56
48728,46250,58
48729,60776,48
48730,49823,56
48731,53021,64
48732,57903,57
48733,60500,69
48734,91032,51
48735,61364,63
48737,38000,50
48738,63462,55
48739,52802,55
48740,54393,52
48741,59107,52
48742,66477,51
48744,67944,53
48745,49844,49
48746,67276,56
48747,81458,73
48748,58750,55
48749,51544,45
48750,45561,55
48754,77500,68
48755,61964,59
48756,46008,53
48757,73832,62
48759,65222,71
48760,54643,62
48761,47188,54
48762,73421,51
48763,59677,53
48765,45000,54
48766,56583,53
48767,77938,74
48768,64413,53
48770,49957,51
48801,58750,58
48806,61375,65
48807,60825,55
48808,78370,36
48809,71071,59
48811,70625,62
48813,80429,51
48815,85962,44
48816,48978,88
48817,55194,58
48818,55924,52
48819,110833,49
48820,112526,35
48821,107440,46
48822,91299,37
48823,52018,46
48827,78257,52
48829,63750,56
48831,63299,65
48832,73393,52
48834,53958,45
48835,81964,71
48836,90592,35
48837,96517,48
48838,70176,50
48840,73408,47
48841,60156,77
48842,88340,41
48843,94577,31
48845,86042,77
48846,66742,64
48847,66264,67
48848,94519,47
48849,80313,61
48850,68047,50
48851,65726,64
48852,41875,88
48853,51607,88
48854,94716,49
48855,108442,31
48856,91413,86
48857,75455,40
48858,51267,40
48860,50600,56
48861,89412,63
48862,51563,88
48864,121103,42
48865,70039,49
48866,65281,56
48867,59825,65
48870,34290,88
48871,84803,49
48872,79333,46
48873,86250,50
48874,75774,88
48875,94216,48
48876,74594,38
48877,64653,43
48878,57656,51
48879,79129,53
48880,59922,57
48881,78607,46
48883,65223,47
48884,62750,47
48885,71389,58
48886,61667,51
48888,57500,50
48889,60200,52
48890,79444,53
48891,51429,46
48892,89125,50
48893,73108,41
48894,101923,56
48895,93418,48
48896,136136,72
48897,69531,88
48906,64315,69
48910,54712,69
48911,56631,53
48912,54429,69
48915,54465,88
48917,70990,50
48933,33589,72
49001,56432,75
49002,73647,52
49004,73453,57
49006,43639,52
49007,39344,88
49008,74943,67
49009,80930,35
49010,74370,52
49011,59722,55
49012,73125,55
49013,55349,55
49014,69009,63
49015,68821,64
49017,60885,66
49021,82959,57
49022,39499,65
49024,91105,46
49026,68203,44
49027,108333,73
49028,60127,63
49029,75188,50
49030,69167,63
49031,66944,49
49032,66420,50
49033,94750,50
49034,73929,51
49036,62259,54
49037,42690,68
49038,62636,61
49040,64306,63
49042,72910,54
49043,36280,49
49045,57436,60
49046,86054,54
49047,62963,62
49048,60454,62
49050,75089,53
49051,74886,48
49052,63889,51
49053,85909,46
49055,62083,44
49056,63438,49
49057,51345,53
49058,68214,57
49060,134861,42
49061,79229,54
49064,68607,56
49065,71447,47
49066,69236,75
49067,74583,52
49068,80857,61
49070,68750,50
49071,108629,32
49072,63875,64
49073,67604,55
49074,33750,64
49075,105147,88
49076,74440,53
49078,77778,56
49079,73333,46
49080,74864,48
49082,74063,59
49083,105496,39
49084,54375,74
49085,104969,57
49087,106250,45
49088,100208,52
49089,69286,59
49090,68920,51
49091,67333,59
49092,64211,73
49093,63118,54
49094,65404,64
49095,83393,54
49096,73929,52
49097,88208,48
49098,59047,58
49099,70307,51
49101,75048,49
49102,63000,49
49103,65827,54
49106,72500,53
49107,66289,61
49111,70915,61
49112,61785,48
49113,59219,61
49116,127857,58
49117,75114,50
49119,56513,88
49120,65148,62
49125,79766,61
49126,76875,56
49127,93338,49
49128,67398,61
49129,106181,65
49130,76667,55
49201,74484,52
49202,42632,71
49203,56201,71
49220,72500,37
49221,65977,58
49224,53144,71
49227,53587,54
49228,82703,88
49229,94950,56
49230,83458,51
49232,56324,52
49233,81250,46
49234,110313,62
49235,64219,73
49236,79783,55
49237,66956,58
49238,75054,81
49240,99681,44
49241,81742,57
49242,61029,62
49245,62206,63
49246,81908,49
49247,59787,70
49248,81250,84
49249,82407,39
49250,65744,55
49251,85253,54
49252,55762,56
49253,89069,58
49254,63750,71
49255,51346,60
49256,62880,75
49259,66500,45
49261,91875,68
49262,54423,67
49264,92188,35
49265,77931,43
49266,66173,52
49267,97961,61
49268,80833,78
49269,86699,49
49270,94840,53
49271,56389,64
49272,84107,49
49274,58087,54
49276,73750,70
49277,91912,40
49279,71364,67
49282,34911,27
49283,108464,48
49284,57500,63
49285,73375,43
49286,72429,50
49287,88068,68
49288,66833,88
49301,183125,33
49302,134722,34
49303,78917,43
49304,45991,53
49305,51875,50
49306,115039,32
49307,60358,50
49309,42566,53
49310,64420,44
49312,40694,43
49315,113346,26
49316,103238,26
49318,81591,61
49319,78951,34
49320,63929,49
49321,77870,39
49322,73750,72
49323,98745,39
49325,90472,45
49326,84000,41
49327,69697,41
49328,94340,43
49329,74235,33
49330,75794,45
49331,91800,40
49332,59509,50
49333,89214,33
49335,116466,75
49336,54522,43
49337,67526,47
49338,69375,43
49339,86611,30
49340,54417,44
49341,113989,32
49342,53971,45
49343,80408,41
49344,84661,51
49345,85463,42
49346,72975,38
49347,91477,52
49348,82512,35
49349,54028,47
49401,74880,23
49402,51324,49
49403,85000,56
49404,86096,42
49405,70139,52
49406,102500,36
49408,73452,41
49410,61515,49
49411,61857,48
49412,66741,55
49415,81908,48
49417,83405,45
49418,84846,36
49419,98324,37
49420,58841,56
49421,53555,47
49423,81858,54
49424,85478,36
49425,62841,50
49426,112234,29
49428,100225,49
49431,66336,50
49434,178942,24
49435,103432,49
49436,67279,45
49437,82805,52
49440,46808,73
49441,67427,63
49442,48563,63
49444,53054,65
49445,84877,51
49446,65217,45
49448,86458,41
49449,80917,48
49450,50102,37
49451,71563,44
49452,55441,42
49453,110139,36
49454,61280,55
49455,63621,51
49456,92672,41
49457,78225,35
49458,113077,33
49459,55806,45
49460,101966,29
49461,83363,47
49464,98319,35
49503,64661,88
49504,70119,76
49505,74906,69
49506,118131,73
49507,61461,85
49508,70120,47
49509,65132,66
49512,71329,32
49519,73762,52
49525,94037,43
49534,81657,38
49544,74390,43
49546,99343,46
49548,61636,55
49601,63498,49
49611,101304,69
49612,85156,50
49613,77955,49
49614,72250,49
49615,79469,46
49616,57982,49
49617,74207,40
49618,53654,45
49619,62574,50
49620,75192,33
49621,95446,39
49622,70098,49
49623,60147,43
49625,52583,40
49626,50208,63
49627,56196,52
49628,114375,83
49629,65302,58
49630,106375,31
49631,47174,50
49632,46696,49
49633,73681,46
49634,47083,73
49635,72422,51
49636,119688,34
49637,75000,37
49638,45625,44
49639,64388,44
49640,83214,49
49642,26950,51
49643,81222,35
49644,54013,43
49645,56300,51
49646,64863,48
49648,93272,38
49649,74656,37
49650,87500,32
49651,66406,46
49653,85787,39
49654,136563,57
49655,65556,41
49656,56656,50
49657,76250,47
49659,62308,41
49660,65205,60
49663,55733,42
49664,77500,38
49665,54265,50
49667,45500,49
49668,57583,44
49670,116133,45
49674,124803,43
49675,64844,55
49676,75781,42
49677,59112,52
49679,62120,48
49680,77216,38
49682,97813,36
49683,61250,36
49684,80788,44
49685,84590,33
49686,71609,43
49688,63875,47
49689,64070,48
49690,108712,38
49696,94803,36
49701,44583,55
49705,77500,42
49706,76906,39
49707,51396,60
49709,51154,52
49710,77656,67
49712,74033,44
49713,82563,47
49715,63494,39
49716,100179,35
49718,48750,49
49719,75156,54
49720,77603,46
49721,61174,49
49722,87721,31
49724,82321,43
49725,55139,49
49726,67232,34
49727,70865,42
49728,60909,42
49729,77870,57
49730,79679,34
49733,66318,39
49735,70819,43
49736,49688,49
49738,59708,47
49740,89250,42
49743,52969,55
49744,77500,51
49745,44063,50
49746,47432,49
49747,73233,54
49748,56250,39
49749,65608,43
49751,62008,50
49752,62460,36
49753,57292,51
49755,65789,42
49756,53333,49
49757,95000,57
49759,56944,51
49760,58958,45
49762,57692,50
49765,57404,50
49766,61346,53
49768,73750,39
49769,67558,38
49770,79590,42
49774,84900,48
49775,132500,39
49776,59000,58
49777,85781,41
49779,53465,63
49780,69375,51
49781,64152,50
49782,75938,43
49783,60658,56
49788,57524,64
49791,59750,61
49793,39167,57
49795,57019,42
49796,87434,48
49799,58235,35
49801,67337,60
49802,62209,60
49805,43819,85
49806,85625,54
49807,75329,47
49808,52438,60
49812,51250,53
49814,77356,58
49815,63854,52
49816,70750,51
49817,63984,49
49818,61528,43
49821,58750,56
49822,58214,50
49825,77250,52
49826,61107,33
49827,46827,52
49829,50277,68
49831,66750,45
49833,73571,54
49834,65000,57
49835,51429,49
49836,85500,42
49837,64306,51
49838,40000,45
49839,47292,47
49840,61250,51
49841,60568,56
49847,66250,56
49848,38750,51
49849,67518,69
49852,83438,88
49853,54563,46
49854,55944,54
49855,62083,53
49858,53186,66
49861,61875,54
49862,61340,55
49863,32961,82
49864,103750,57
49866,85019,56
49868,55074,52
49870,75179,64
49871,63125,80
49872,53281,66
49873,49375,46
49874,62500,48
49876,39853,52
49877,81458,44
49878,71136,50
49879,49471,54
49880,64013,54
49881,85625,48
49883,53289,38
49884,60063,43
49885,81172,49
49886,77500,52
49887,58375,52
49891,46063,56
49892,74926,46
49893,63125,48
49894,93828,62
49895,47115,43
49896,56167,37
49901,47639,88
49902,39115,81
49903,41818,48
49905,77617,50
49908,63281,52
49910,39583,48
49911,57000,77
49912,57148,57
49913,53571,88
49915,35000,80
49916,74625,54
49917,52917,88
49918,67188,61
49919,49423,59
49920,63605,58
49922,55313,67
49925,56250,61
49927,47500,63
49929,42708,65
49930,72314,67
49931,50408,50
49934,47386,88
49935,57236,67
49938,46606,78
49942,54722,15
49945,59453,60
49946,55341,52
49947,48750,51
49948,73063,76
49950,53250,58
49952,79583,52
49953,59375,67
49955,64402,88
49958,40893,68
49959,47500,88
49960,44018,88
49961,53750,65
49962,62000,48
49963,58958,88
49965,78295,59
49967,43750,53
49968,55759,74
49969,67188,48
49970,60536,71
49971,39861,63
50001,131875,40
50002,79071,68
50003,103114,29
50005,76696,81
50006,69783,68
50007,120417,48
50008,75417,66
50009,88447,29
50010,65398,47
50014,60731,29
50020,75417,76
50021,99572,24
50022,63125,67
50023,117826,18
50025,52438,70
50026,68750,88
50027,52976,88
50028,72022,55
50029,57125,88
50031,73750,88
50033,56250,56
50034,76250,63
50035,134906,18
50036,79255,67
50038,82188,23
50039,86250,65
50040,49375,88
50042,92500,88
50044,75417,55
50046,81500,55
50047,106389,50
50048,54688,88
50049,61190,64
50050,64432,74
50051,60000,80
50052,93125,83
50054,89940,61
50055,85278,55
50056,73333,64
50057,118882,88
50058,80119,84
50060,63438,60
50061,130714,24
50062,51146,63
50063,109722,52
50064,96635,82
50065,49423,48
50066,66406,75
50067,43750,48
50068,36500,49
50069,98056,50
50070,92083,62
50071,83036,88
50072,111250,48
50073,100972,31
50074,121094,36
50075,81250,76
50076,55313,86
50078,52500,88
50101,173542,88
50103,64063,64
50104,55625,70
50105,130083,48
50106,101193,75
50107,69022,74
50108,38125,88
50109,118669,28
50110,57250,88
50111,120769,18
50112,67078,56
50115,73848,75
50116,47143,38
50117,104167,88
50118,73750,53
50119,59750,50
50120,142662,49
50122,81739,82
50123,62500,54
50124,114904,27
50125,84848,44
50126,55185,67
50128,61250,88
